student_id,t1_status,t1_outstanding,t1_days_late,t2_status,t2_outstanding,t2_days_late,income_encoded,sibling_count,transport_user,outstanding_growth,days_late_trend,both_terms_late,escalating,avg_outstanding,max_days_late,label
STU_122,0,157,2,0,69,5,1,0,0,-88,2,0,0,113,5,0
STU_123,0,76,0,0,80,1,0,0,0,3,0,0,0,78,1,0
STU_124,0,172,6,1,8000,5,1,2,1,7827,-1,0,1,4086,6,0
STU_125,0,239,2,0,111,5,1,2,1,-128,3,0,0,175,5,0
STU_126,0,68,1,0,82,8,1,0,1,13,7,0,0,75,8,0
STU_127,1,205,120,2,8000,120,2,5,1,7795,0,1,1,4102,120,0
STU_128,1,4187,73,1,7964,21,1,0,0,3777,-52,1,0,6076,73,0
STU_129,1,1326,0,1,1671,12,1,3,0,345,12,1,0,1498,12,0
STU_130,0,158,2,1,4446,120,2,0,1,4287,117,0,1,2302,120,0
STU_131,1,354,59,0,193,6,1,3,0,-161,-52,0,0,274,59,0
STU_132,1,5483,90,0,93,2,1,2,0,-5390,-87,0,0,2788,90,0
STU_133,0,149,3,0,62,8,1,2,1,-87,5,0,0,106,8,0
STU_134,0,14,7,2,8000,120,2,4,0,7985,112,0,1,4007,120,0
STU_135,1,361,62,0,0,5,1,1,0,-361,-56,0,0,180,62,0
STU_136,0,129,7,0,119,8,2,0,1,-10,0,0,0,124,8,0
STU_137,0,233,6,0,173,7,0,0,1,-60,1,0,0,203,7,0
STU_138,0,203,5,0,113,6,2,1,1,-90,0,0,0,158,6,0
STU_139,0,166,5,0,42,7,2,2,0,-124,2,0,0,104,7,0
STU_140,0,10,10,0,154,4,0,2,0,143,-5,0,0,82,10,0
STU_141,1,8000,47,2,8000,4,1,2,0,0,-43,1,1,8000,47,0
STU_142,0,118,9,1,5436,64,1,4,0,5317,54,0,1,2777,64,0
STU_143,1,21,42,2,5813,0,1,1,1,5792,-42,1,1,2917,42,0
STU_144,0,19,11,0,112,2,1,0,0,92,-9,0,0,66,11,0
STU_145,0,133,4,1,1976,25,2,5,1,1842,20,0,1,1055,25,0
STU_146,1,1411,46,1,2258,18,1,1,0,847,-28,1,0,1834,46,0
STU_147,1,258,8,0,3,4,2,0,0,-255,-3,0,0,130,8,0
STU_148,0,71,0,0,186,9,0,0,1,114,8,0,0,129,9,0
STU_149,0,210,6,0,188,9,2,3,0,-22,3,0,0,199,9,0
STU_150,0,52,7,1,48,15,0,1,0,-4,7,0,1,50,15,0
STU_151,1,7795,30,1,7230,120,2,2,1,-565,90,1,0,7512,120,0
STU_152,2,1913,120,2,8000,120,2,2,0,6087,0,1,0,4956,120,2
STU_153,0,66,0,0,89,0,0,1,0,22,0,0,0,78,0,0
STU_154,2,5322,111,1,4678,120,1,1,0,-644,9,1,0,5000,120,0
STU_155,0,222,0,0,124,6,2,4,0,-98,5,0,0,173,6,0
STU_156,0,61,7,0,64,5,2,1,0,2,-1,0,0,63,7,0
STU_157,1,3651,120,1,8000,120,2,1,0,4349,0,1,0,5826,120,0
STU_158,1,8000,89,2,8000,120,2,2,0,0,31,1,1,8000,120,2
STU_159,0,152,11,0,94,3,1,2,0,-58,-7,0,0,123,11,0
STU_160,1,179,86,1,3359,31,1,3,1,3180,-55,1,0,1769,86,0
STU_161,0,120,3,0,56,2,0,4,1,-64,-1,0,0,88,3,0
STU_162,2,8000,120,1,4583,120,2,0,0,-3417,0,1,0,6292,120,0
STU_163,0,190,11,0,161,5,0,1,1,-29,-6,0,0,176,11,0
STU_164,0,23,0,0,134,3,0,0,0,110,2,0,0,79,3,0
STU_165,2,309,17,1,1031,3,1,0,0,722,-14,1,0,670,17,0
STU_166,0,34,6,0,145,4,0,1,0,110,-2,0,0,90,6,0
STU_167,0,88,5,0,193,5,1,4,0,104,0,0,0,141,5,0
STU_168,0,190,11,0,183,2,0,0,1,-7,-9,0,0,187,11,0
STU_169,1,268,120,1,8000,120,2,2,1,7732,0,1,0,4134,120,2
STU_170,0,127,9,0,59,1,2,1,1,-68,-7,0,0,93,9,0
STU_171,0,125,5,0,150,6,1,1,0,24,1,0,0,138,6,0
STU_172,0,150,6,0,85,6,0,1,0,-65,0,0,0,118,6,0
STU_173,0,186,5,0,35,3,0,0,1,-151,-1,0,0,111,5,0
STU_174,0,147,10,2,3778,8,1,5,1,3630,-2,0,1,1963,10,0
STU_175,0,97,9,0,55,3,1,2,1,-42,-6,0,0,76,9,0
STU_176,0,42,11,0,191,6,0,0,1,148,-5,0,0,117,11,0
STU_177,1,3329,110,2,5137,55,1,1,1,1808,-55,1,1,4233,110,0
STU_178,0,22,10,0,21,4,1,2,0,-1,-6,0,0,22,10,0
STU_179,0,214,0,0,183,2,1,2,0,-31,2,0,0,199,2,0
STU_180,0,100,4,1,80,29,2,0,0,-20,24,0,1,90,29,0
STU_181,0,140,7,0,70,1,1,0,1,-70,-6,0,0,105,7,0
STU_182,0,203,5,0,136,0,1,2,1,-67,-5,0,0,170,5,0
STU_183,1,4992,37,2,8000,61,2,3,1,3008,24,1,1,6496,61,2
STU_184,0,179,10,0,82,6,2,2,1,-97,-4,0,0,131,10,0
STU_185,2,7709,63,1,8000,120,0,2,0,291,57,1,0,7854,120,0
STU_186,1,3173,4,1,8000,29,2,4,0,4827,25,1,0,5586,29,0
STU_187,0,56,11,0,78,1,0,0,0,21,-9,0,0,67,11,0
STU_188,0,202,1,0,171,8,0,2,1,-31,7,0,0,187,8,0
STU_189,0,184,2,0,56,8,1,1,1,-128,5,0,0,120,8,0
STU_190,0,53,4,1,2121,29,2,2,1,2067,24,0,1,1087,29,0
STU_191,0,97,11,0,47,1,0,0,1,-50,-10,0,0,72,11,0
STU_192,0,6,5,1,8000,120,2,3,0,7993,114,0,1,4003,120,0
STU_193,1,33,1,1,175,34,1,0,1,142,33,1,0,104,34,0
STU_194,1,8000,53,2,8000,120,2,2,1,0,67,1,1,8000,120,2
STU_195,0,14,5,0,43,5,0,0,0,28,0,0,0,29,5,0
STU_196,1,1532,90,1,930,24,1,1,0,-602,-66,1,0,1231,90,0
STU_197,1,741,8,0,129,4,2,4,1,-612,-3,0,0,435,8,0
STU_198,0,19,0,0,128,2,0,0,0,108,2,0,0,74,2,0
STU_199,0,117,2,1,8000,120,2,5,1,7882,117,0,1,4059,120,0
STU_200,1,77,18,0,72,5,1,1,1,-5,-12,0,0,74,18,0
STU_201,0,171,0,0,126,5,0,0,0,-45,4,0,0,149,5,0
STU_202,2,8000,114,2,8000,63,2,1,0,0,-51,1,0,8000,114,0
STU_203,0,25,10,0,88,4,1,0,0,62,-5,0,0,57,10,0
STU_204,0,210,0,0,69,1,2,2,0,-141,1,0,0,140,1,0
STU_205,1,8000,120,1,4644,45,2,2,1,-3356,-75,1,0,6322,120,2
STU_206,0,112,3,0,174,4,2,1,1,61,0,0,0,143,4,0
STU_207,0,246,2,0,70,6,1,0,0,-176,4,0,0,158,6,0
STU_208,0,186,9,1,255,17,1,1,1,68,7,0,1,221,17,0
STU_209,0,136,5,0,37,8,2,3,0,-99,2,0,0,87,8,0
STU_210,0,195,0,2,1108,120,0,0,1,912,119,0,1,652,120,0
STU_211,0,36,1,0,8,1,0,1,1,-28,0,0,0,22,1,0
STU_212,0,35,6,1,1088,3,1,1,1,1052,-3,0,1,562,6,0
STU_213,0,72,2,1,306,3,0,1,1,233,0,0,1,189,3,0
STU_214,0,102,3,0,141,9,1,2,1,38,6,0,0,122,9,0
STU_215,0,64,4,0,171,9,0,3,1,106,5,0,0,118,9,0
STU_216,0,132,1,0,167,8,0,1,1,34,7,0,0,150,8,0
STU_217,1,2949,42,0,189,6,1,3,1,-2760,-35,0,0,1569,42,0
STU_218,0,67,8,0,98,0,1,4,1,30,-8,0,0,83,8,0
STU_219,0,126,1,0,44,3,1,1,1,-82,1,0,0,85,3,0
STU_220,2,4005,47,0,110,5,2,1,0,-3895,-41,0,0,2058,47,0
STU_221,0,42,2,0,116,9,0,0,0,73,6,0,0,79,9,0
STU_222,0,167,6,0,72,2,1,0,1,-95,-3,0,0,120,6,0
STU_223,0,128,3,0,80,5,2,4,0,-48,2,0,0,104,5,0
STU_224,1,1737,73,2,3147,22,0,2,1,1410,-51,1,1,2442,73,0
STU_225,2,3253,68,0,186,0,2,1,0,-3067,-67,0,0,1720,68,0
STU_226,0,7,9,0,30,1,1,1,1,22,-7,0,0,19,9,0
STU_227,0,18,11,0,89,7,2,1,1,70,-4,0,0,54,11,0
STU_228,0,43,4,0,34,2,1,3,0,-9,-1,0,0,39,4,0
STU_229,1,467,113,0,134,5,0,2,1,-333,-107,0,0,300,113,0
STU_230,2,8000,32,1,6359,120,2,5,1,-1641,88,1,0,7180,120,2
STU_231,0,185,0,0,170,8,0,1,1,-15,7,0,0,178,8,0
STU_232,0,159,4,1,810,120,1,3,0,650,115,0,1,485,120,0
STU_233,0,97,7,0,123,4,0,0,0,25,-3,0,0,110,7,0
STU_234,0,202,4,0,68,9,1,1,1,-134,4,0,0,135,9,0
STU_235,1,1493,36,1,2514,104,0,3,1,1021,68,1,0,2004,104,0
STU_236,1,236,21,1,1789,49,1,1,0,1553,28,1,0,1012,49,0
STU_237,0,166,7,0,171,8,0,0,1,4,0,0,0,169,8,0
STU_238,0,191,4,0,181,7,2,2,0,-10,3,0,0,186,7,0
STU_239,0,4,5,0,8,1,0,0,0,3,-4,0,0,6,5,0
STU_240,0,67,8,1,4632,16,2,5,0,4564,7,0,1,2350,16,0
STU_241,0,6,4,2,346,120,0,0,0,339,115,0,1,176,120,0
STU_242,2,8000,36,2,8000,120,1,3,1,0,84,1,0,8000,120,0
STU_243,0,40,0,0,169,2,1,3,0,128,1,0,0,105,2,0
STU_244,0,144,0,0,197,3,0,0,0,52,3,0,0,171,3,0
STU_245,1,1371,25,0,97,1,0,0,0,-1274,-23,0,0,734,25,0
STU_246,2,4776,120,2,5501,13,1,2,0,725,-107,1,0,5138,120,2
STU_247,0,9,3,0,94,6,0,3,0,84,2,0,0,52,6,0
STU_248,0,100,10,0,126,9,0,3,1,25,0,0,0,113,10,0
STU_249,0,188,6,0,100,6,0,0,0,-88,0,0,0,144,6,0
STU_250,0,125,3,0,36,9,2,2,1,-89,5,0,0,81,9,0
STU_251,1,1968,12,1,7631,32,2,1,1,5663,20,1,0,4800,32,0
STU_252,1,2825,30,2,8000,120,2,4,0,5175,90,1,1,5412,120,0
STU_253,0,64,0,1,205,43,1,1,0,140,42,0,1,135,43,0
STU_254,0,148,8,0,99,4,2,0,0,-49,-4,0,0,124,8,0
STU_255,2,2878,33,2,2342,120,1,3,1,-536,87,1,0,2610,120,0
STU_256,2,5787,120,2,8000,7,1,2,0,2213,-113,1,0,6894,120,0
STU_257,0,61,7,0,115,5,1,1,1,53,-1,0,0,88,7,0
STU_258,1,2632,15,0,78,8,1,1,1,-2554,-6,0,0,1355,15,0
STU_259,0,167,3,0,126,4,1,0,1,-41,0,0,0,147,4,0
STU_260,1,1243,10,0,41,4,1,2,0,-1202,-5,0,0,642,10,0
STU_261,1,2857,34,1,8000,6,2,3,0,5143,-28,1,0,5428,34,2
STU_262,1,212,8,0,78,2,1,0,0,-134,-5,0,0,145,8,0
STU_263,2,8000,120,1,8000,43,2,3,1,0,-77,1,0,8000,120,2
STU_264,1,4433,120,1,3290,25,1,2,1,-1143,-95,1,0,3862,120,0
STU_265,0,213,0,0,74,0,1,1,1,-139,0,0,0,144,0,0
STU_266,0,115,9,0,182,0,1,2,0,66,-9,0,0,149,9,0
STU_267,0,217,9,0,19,7,1,0,0,-198,-2,0,0,118,9,0
STU_268,0,225,3,0,61,8,0,0,0,-164,5,0,0,143,8,0
STU_269,0,63,9,0,191,2,0,0,1,127,-6,0,0,127,9,0
STU_270,0,217,7,0,97,1,1,0,0,-120,-5,0,0,157,7,0
STU_271,0,206,1,0,9,6,2,0,0,-197,4,0,0,108,6,0
STU_272,0,74,0,0,63,7,1,0,1,-11,6,0,0,69,7,0
STU_273,1,1106,120,1,8000,47,2,2,1,6894,-73,1,0,4553,120,0
STU_274,2,669,4,0,32,2,0,0,0,-637,-1,0,0,350,4,0
STU_275,0,191,2,0,141,7,1,3,1,-50,5,0,0,166,7,0
STU_276,0,6,11,0,15,3,1,2,1,8,-8,0,0,11,11,0
STU_277,2,771,7,0,121,7,0,1,1,-650,0,0,0,446,7,0
STU_278,0,176,2,0,0,6,0,0,1,-176,3,0,0,88,6,0
STU_279,0,200,11,0,169,9,2,2,0,-31,-1,0,0,185,11,0
STU_280,0,40,0,0,159,7,1,2,0,118,7,0,0,100,7,0
STU_281,0,27,6,0,113,2,1,1,1,85,-4,0,0,70,6,0
STU_282,1,4460,31,0,136,5,0,2,1,-4324,-25,0,0,2298,31,0
STU_283,2,538,120,1,7830,96,1,3,0,7292,-24,1,0,4184,120,0
STU_284,0,38,0,1,8000,1,2,2,1,7961,0,0,1,4019,1,0
STU_285,2,3718,120,2,8000,120,2,2,0,4282,0,1,0,5859,120,2
STU_286,0,161,8,0,49,0,0,2,0,-112,-7,0,0,105,8,0
STU_287,1,759,113,1,2072,20,1,4,0,1313,-93,1,0,1416,113,0
STU_288,0,174,1,0,136,2,0,1,0,-38,0,0,0,155,2,0
STU_289,0,180,5,0,103,2,1,4,1,-77,-3,0,0,142,5,0
STU_290,0,37,3,0,132,9,1,1,0,94,6,0,0,85,9,0
STU_291,0,1,7,0,146,1,1,2,1,144,-6,0,0,74,7,0
STU_292,0,145,5,0,115,4,1,2,1,-30,-1,0,0,130,5,0
STU_293,0,228,6,0,152,1,0,1,0,-76,-5,0,0,190,6,0
STU_294,2,2046,11,1,8000,80,2,4,0,5954,69,1,0,5023,80,2
STU_295,0,110,2,0,56,4,2,0,0,-54,2,0,0,83,4,0
STU_296,0,76,2,1,2702,51,0,2,0,2625,48,0,1,1389,51,0
STU_297,0,77,5,0,101,0,1,0,0,23,-4,0,0,89,5,0
STU_298,1,75,2,0,5,3,0,2,0,-70,1,0,0,40,3,0
STU_299,2,2804,16,0,81,1,0,4,0,-2723,-14,0,0,1442,16,0
STU_300,0,77,4,1,3412,1,0,0,0,3334,-3,0,1,1745,4,0
STU_301,0,200,10,0,41,8,1,1,1,-159,-1,0,0,121,10,0
STU_302,0,96,8,1,5625,72,0,2,1,5528,63,0,1,2861,72,0
STU_303,0,43,4,0,102,7,1,1,0,58,3,0,0,73,7,0
STU_304,0,9,11,0,108,9,1,2,0,98,-1,0,0,59,11,0
STU_305,0,27,2,0,76,2,0,0,0,48,0,0,0,52,2,0
STU_306,0,30,7,0,168,5,1,1,1,137,-1,0,0,99,7,0
STU_307,1,281,1,1,1514,21,0,2,1,1233,20,1,0,898,21,0
STU_308,0,164,0,0,111,7,1,2,0,-53,6,0,0,138,7,0
STU_309,0,140,4,2,2708,69,1,1,0,2567,64,0,1,1424,69,0
STU_310,0,94,6,1,216,4,1,1,0,121,-2,0,1,155,6,0
STU_311,2,8000,49,2,5977,120,1,2,1,-2023,71,1,0,6988,120,2
STU_312,0,112,9,0,139,2,1,0,1,26,-6,0,0,126,9,0
STU_313,0,96,6,0,10,7,0,0,1,-86,1,0,0,53,7,0
STU_314,0,206,8,1,189,55,0,2,0,-17,46,0,1,198,55,0
STU_315,0,233,1,0,78,5,2,3,0,-155,3,0,0,156,5,0
STU_316,2,706,101,2,6879,120,2,2,0,6173,19,1,0,3792,120,0
STU_317,1,1574,47,1,2881,5,1,1,1,1307,-42,1,0,2228,47,0
STU_318,2,5897,99,2,8000,120,2,2,0,2103,21,1,0,6948,120,0
STU_319,0,64,0,0,199,4,0,2,1,134,3,0,0,132,4,0
STU_320,0,12,7,0,60,2,1,1,0,47,-5,0,0,36,7,0
STU_321,1,2339,23,2,8000,120,2,0,0,5661,97,1,1,5170,120,0
STU_322,0,99,6,0,157,7,0,4,0,57,1,0,0,128,7,0
STU_323,0,74,6,0,34,1,2,1,0,-40,-4,0,0,54,6,0
STU_324,1,8000,81,0,113,1,2,3,1,-7887,-79,0,0,4056,81,0
STU_325,0,236,6,0,119,2,0,0,1,-117,-4,0,0,178,6,0
STU_326,0,4,2,0,11,5,1,3,0,6,2,0,0,8,5,0
STU_327,2,8000,13,2,7498,101,1,3,1,-502,88,1,0,7749,101,0
STU_328,0,108,11,1,1416,6,1,0,1,1307,-5,0,1,762,11,0
STU_329,0,92,6,1,8000,120,2,2,1,7907,113,0,1,4046,120,0
STU_330,2,8000,8,1,8000,97,2,2,1,0,89,1,0,8000,97,0
STU_331,0,46,2,0,61,2,2,1,0,14,0,0,0,54,2,0
STU_332,0,239,0,0,168,1,2,1,0,-71,0,0,0,204,1,0
STU_333,0,207,1,0,199,3,2,0,1,-8,2,0,0,203,3,0
STU_334,0,90,3,1,8000,31,1,0,1,7909,27,0,1,4045,31,0
STU_335,2,1043,97,0,4,8,0,2,0,-1039,-88,0,0,524,97,2
STU_336,0,183,2,2,848,35,1,1,0,664,32,0,1,516,35,0
STU_337,0,159,0,0,159,8,0,0,1,0,7,0,0,159,8,0
STU_338,0,193,5,0,116,9,1,1,0,-77,4,0,0,155,9,0
STU_339,0,136,8,0,107,9,0,0,1,-29,0,0,0,122,9,0
STU_340,1,8000,77,1,8000,59,2,1,1,0,-18,1,0,8000,77,0
STU_341,0,191,11,0,194,0,0,0,1,2,-10,0,0,193,11,0
STU_342,0,202,6,0,193,3,2,1,1,-9,-3,0,0,198,6,0
STU_343,0,176,5,0,20,4,0,0,1,-156,-1,0,0,98,5,0
STU_344,2,2533,5,2,8000,120,1,1,0,5467,115,1,0,5266,120,0
STU_345,1,1038,8,0,126,7,2,0,1,-912,0,0,0,582,8,0
STU_346,1,791,39,0,128,7,1,1,1,-663,-31,0,0,460,39,0
STU_347,0,86,3,0,9,8,0,0,1,-77,4,0,0,48,8,0
STU_348,1,199,72,2,4934,1,1,0,1,4735,-71,1,1,2566,72,0
STU_349,0,68,11,0,137,9,0,2,1,68,-1,0,0,103,11,0
STU_350,1,3482,69,1,1731,10,0,1,0,-1751,-59,1,0,2606,69,0
STU_351,0,213,11,0,128,5,2,3,1,-85,-6,0,0,171,11,0
STU_352,0,84,11,0,129,9,1,0,1,44,-2,0,0,107,11,0
