student_id,t1_status,t1_outstanding,t1_days_late,t2_status,t2_outstanding,t2_days_late,income_encoded,sibling_count,transport_user,outstanding_growth,days_late_trend,both_terms_late,escalating,avg_outstanding,max_days_late,label
STU_121,0,4,6,1,7457,64,2,3,0,7452,57,0,1,3731,64,0
STU_122,0,49,3,0,191,6,2,1,0,141,2,0,0,120,6,0
STU_123,0,178,6,0,193,6,1,4,1,14,0,0,0,186,6,0
STU_124,2,2681,120,1,2560,53,0,1,1,-121,-67,1,0,2620,120,0
STU_125,1,470,14,1,910,51,0,5,1,440,37,1,0,690,51,0
STU_126,1,1,90,1,500,3,1,2,1,499,-87,1,0,250,90,0
STU_127,0,98,6,1,4211,9,2,2,1,4112,2,0,1,2155,9,0
STU_128,0,169,1,0,14,0,2,0,1,-155,0,0,0,92,1,0
STU_129,0,120,6,1,1000,24,0,3,0,879,17,0,1,560,24,0
STU_130,0,136,2,0,134,9,1,1,0,-2,7,0,0,135,9,0
STU_131,0,198,0,0,62,3,1,0,0,-136,3,0,0,130,3,0
STU_132,1,1324,11,2,2133,6,0,0,0,809,-5,1,1,1728,11,0
STU_133,0,124,4,1,838,19,0,2,1,713,14,0,1,481,19,0
STU_134,0,92,4,0,62,7,1,1,1,-30,2,0,0,77,7,0
STU_135,0,7,7,0,13,1,2,2,1,5,-5,0,0,10,7,0
STU_136,0,2,3,0,15,2,1,3,0,12,0,0,0,9,3,0
STU_137,0,23,3,0,50,5,1,0,1,26,2,0,0,37,5,0
STU_138,2,8000,59,2,8000,12,1,2,0,0,-47,1,0,8000,59,2
STU_139,0,113,6,1,645,36,1,0,1,531,29,0,1,379,36,0
STU_140,1,1095,67,0,64,6,2,3,1,-1031,-60,0,0,580,67,0
STU_141,0,6,3,0,161,5,2,3,0,154,2,0,0,84,5,0
STU_142,0,93,7,0,35,9,0,1,0,-58,2,0,0,64,9,0
STU_143,0,184,5,1,3237,6,1,2,0,3052,0,0,1,1711,6,0
STU_144,1,1039,7,2,2035,111,1,1,1,996,104,1,1,1537,111,2
STU_145,1,4254,22,1,1788,120,0,1,1,-2466,98,1,0,3021,120,0
STU_146,0,155,6,0,120,3,0,3,1,-35,-2,0,0,138,6,0
STU_147,0,156,6,1,3189,12,1,1,0,3032,5,0,1,1673,12,0
STU_148,0,103,2,0,46,0,1,1,0,-57,-2,0,0,75,2,0
STU_149,0,171,1,0,99,1,0,1,1,-72,0,0,0,135,1,0
STU_150,2,733,18,2,3352,38,0,3,1,2619,20,1,0,2042,38,0
STU_151,0,177,6,2,8000,62,2,1,0,7822,55,0,1,4089,62,2
STU_152,0,48,8,0,11,2,0,0,0,-37,-6,0,0,30,8,0
STU_153,0,56,4,0,47,1,0,2,1,-9,-2,0,0,52,4,0
STU_154,0,10,1,0,127,5,1,3,0,116,4,0,0,69,5,0
STU_155,0,159,7,0,52,7,2,0,0,-107,0,0,0,106,7,0
STU_156,0,83,8,0,38,3,0,0,0,-45,-5,0,0,61,8,0
STU_157,0,45,8,0,92,5,1,0,0,46,-3,0,0,69,8,0
STU_158,0,46,6,0,123,0,2,1,1,76,-5,0,0,85,6,0
STU_159,0,180,8,0,50,9,0,1,1,-130,0,0,0,115,9,0
STU_160,1,3391,6,0,60,3,1,2,1,-3331,-2,0,0,1726,6,0
STU_161,0,110,1,0,123,9,1,2,0,12,8,0,0,117,9,0
STU_162,0,123,0,0,189,9,1,2,0,65,8,0,0,156,9,0
STU_163,0,94,7,0,135,7,1,1,0,40,0,0,0,115,7,0
STU_164,0,78,0,0,157,0,1,3,0,78,0,0,0,118,0,0
STU_165,0,183,4,0,73,5,0,1,1,-110,0,0,0,128,5,0
STU_166,0,25,4,1,2102,96,2,5,0,2076,91,0,1,1064,96,0
STU_167,0,83,3,0,91,8,1,2,0,7,5,0,0,87,8,0
STU_168,2,2915,87,2,3553,33,0,0,0,638,-54,1,0,3234,87,0
STU_169,0,99,1,0,91,9,0,2,0,-8,8,0,0,95,9,0
STU_170,0,91,3,0,169,6,1,1,0,77,2,0,0,130,6,0
STU_171,0,103,7,0,198,5,1,2,0,94,-2,0,0,151,7,0
STU_172,0,27,0,0,14,5,0,0,1,-13,4,0,0,21,5,0
STU_173,0,102,6,1,491,9,1,0,0,388,2,0,1,297,9,0
STU_174,1,500,120,2,444,3,0,3,0,-56,-117,1,1,472,120,0
STU_175,0,36,9,2,8000,94,1,0,1,7963,84,0,1,4018,94,2
STU_176,0,12,8,0,26,9,0,3,1,13,0,0,0,19,9,0
STU_177,0,152,3,0,174,5,1,1,1,21,2,0,0,163,5,0
STU_178,0,85,5,0,5,8,1,2,1,-80,2,0,0,45,8,0
STU_179,0,125,0,0,63,8,2,2,0,-62,7,0,0,94,8,0
STU_180,0,145,2,0,37,5,0,1,0,-108,2,0,0,91,5,0
STU_181,0,135,0,1,5231,93,1,1,0,5095,92,0,1,2683,93,0
STU_182,0,94,3,1,181,23,0,0,1,86,19,0,1,138,23,0
STU_183,0,77,8,0,182,4,2,0,1,104,-4,0,0,130,8,0
STU_184,2,8000,33,1,4048,47,2,1,0,-3952,14,1,0,6024,47,0
STU_185,0,128,5,0,99,3,0,2,0,-29,-1,0,0,114,5,0
STU_186,1,358,44,1,442,16,1,4,1,84,-28,1,0,400,44,0
STU_187,1,889,42,0,39,0,2,3,0,-850,-41,0,0,464,42,0
STU_188,0,174,9,1,3515,20,1,2,1,3340,10,0,1,1845,20,0
STU_189,0,34,2,0,142,8,1,3,1,107,5,0,0,88,8,0
STU_190,0,27,6,0,8,6,0,2,1,-19,0,0,0,18,6,0
STU_191,0,126,4,0,10,5,0,1,1,-116,1,0,0,68,5,0
STU_192,0,60,0,0,122,7,2,4,1,61,6,0,0,91,7,0
STU_193,1,1316,99,2,2181,16,2,2,0,865,-83,1,1,1748,99,0
STU_194,2,920,56,2,1593,19,1,2,1,673,-37,1,0,1256,56,0
STU_195,0,45,0,2,3809,16,1,0,1,3763,15,0,1,1927,16,0
STU_196,0,185,0,0,161,4,1,1,0,-24,3,0,0,173,4,0
STU_197,0,143,1,0,107,6,1,1,0,-36,5,0,0,125,6,0
STU_198,1,1103,6,0,21,5,2,3,0,-1082,0,0,0,562,6,0
STU_199,0,40,7,0,159,0,2,1,0,118,-6,0,0,100,7,0
STU_200,0,46,5,0,191,9,2,1,1,144,3,0,0,119,9,0
STU_201,0,104,4,0,12,7,1,5,1,-92,3,0,0,58,7,0
STU_202,0,34,8,0,78,1,0,0,0,43,-7,0,0,56,8,0
STU_203,1,3900,5,0,98,9,0,1,0,-3802,4,0,0,1999,9,0
STU_204,0,64,8,2,8000,113,2,0,1,7935,104,0,1,4032,113,2
STU_205,0,31,8,2,202,67,1,2,0,170,58,0,1,117,67,0
STU_206,2,742,1,0,57,6,0,4,0,-685,5,0,0,400,6,0
STU_207,0,157,4,1,1347,17,0,1,1,1189,12,0,1,752,17,0
STU_208,0,33,8,0,134,5,1,3,0,100,-3,0,0,84,8,0
STU_209,0,5,9,0,120,0,0,1,0,114,-8,0,0,63,9,0
STU_210,0,125,0,0,38,5,0,4,0,-87,5,0,0,82,5,0
STU_211,0,195,0,2,1480,41,1,2,0,1284,40,0,1,838,41,0
STU_212,0,66,9,0,9,8,1,3,1,-57,0,0,0,38,9,0
STU_213,0,23,2,0,48,7,1,0,0,24,4,0,0,36,7,0
STU_214,0,114,8,0,69,2,0,4,0,-45,-6,0,0,92,8,0
STU_215,1,1058,35,0,167,8,1,2,1,-891,-26,0,0,612,35,0
STU_216,1,997,20,1,1026,101,0,1,1,29,81,1,0,1012,101,0
STU_217,0,124,0,0,151,6,1,3,0,26,5,0,0,138,6,0
STU_218,0,63,1,0,88,1,1,1,0,24,0,0,0,76,1,0
STU_219,0,108,2,2,466,81,1,3,1,357,78,0,1,287,81,0
STU_220,0,18,4,1,4390,103,2,0,0,4371,98,0,1,2204,103,0
STU_221,1,4546,3,2,3863,18,1,2,0,-683,15,1,1,4204,18,0
STU_222,0,145,9,0,172,9,1,1,1,26,0,0,0,159,9,0
STU_223,0,193,4,0,124,3,0,0,1,-69,-1,0,0,159,4,0
STU_224,0,52,5,0,163,8,1,0,1,110,3,0,0,108,8,0
STU_225,0,3,5,0,130,4,0,0,1,126,0,0,0,67,5,0
STU_226,0,109,5,1,1057,51,0,1,1,947,45,0,1,583,51,0
STU_227,0,141,5,0,46,6,2,1,0,-95,1,0,0,94,6,0
STU_228,2,532,5,2,6838,28,1,2,1,6306,23,1,0,3685,28,2
STU_229,1,2871,28,0,107,2,2,1,0,-2764,-25,0,0,1489,28,0
STU_230,0,52,0,1,646,4,1,1,0,593,3,0,1,349,4,0
STU_231,0,102,1,0,148,1,2,2,1,45,0,0,0,125,1,0
STU_232,1,1333,120,0,65,3,1,0,1,-1268,-116,0,0,699,120,0
STU_233,0,172,2,0,165,1,1,4,0,-7,0,0,0,169,2,0
STU_234,0,94,8,0,154,1,1,3,1,59,-7,0,0,124,8,0
STU_235,0,159,9,0,56,3,0,2,0,-103,-5,0,0,108,9,0
STU_236,1,1761,120,1,3851,35,1,2,0,2090,-85,1,0,2806,120,0
STU_237,0,154,9,0,24,7,0,3,0,-130,-1,0,0,89,9,0
STU_238,0,66,2,1,289,85,0,0,1,222,82,0,1,178,85,0
STU_239,1,2200,14,1,1279,55,1,0,1,-921,41,1,0,1740,55,0
STU_240,1,234,120,1,694,7,0,0,0,460,-113,1,0,464,120,0
STU_241,1,3995,4,1,4857,60,2,3,1,862,56,1,0,4426,60,0
STU_242,0,42,8,0,159,4,2,0,0,116,-4,0,0,101,8,0
STU_243,0,95,8,0,188,4,2,2,1,92,-4,0,0,142,8,0
STU_244,0,63,4,0,156,2,1,5,0,92,-2,0,0,110,4,0
STU_245,1,571,3,1,773,54,0,3,0,202,51,1,0,672,54,0
STU_246,0,193,0,0,49,5,2,1,1,-144,4,0,0,121,5,0
STU_247,0,32,0,0,105,5,1,0,0,72,4,0,0,69,5,0
STU_248,1,2883,4,1,4138,60,2,3,0,1255,56,1,0,3510,60,0
STU_249,0,196,4,0,162,3,2,2,1,-34,0,0,0,179,4,0
STU_250,0,3,9,0,77,7,2,0,1,73,-2,0,0,40,9,0
STU_251,0,139,0,0,167,5,0,0,0,27,4,0,0,153,5,0
STU_252,0,50,8,0,76,9,1,4,0,25,1,0,0,63,9,0
STU_253,0,8,4,0,165,3,2,2,0,156,0,0,0,87,4,0
STU_254,0,80,8,0,67,9,1,3,0,-13,0,0,0,74,9,0
STU_255,0,187,8,0,88,8,0,3,0,-99,0,0,0,138,8,0
STU_256,0,2,9,2,464,3,1,2,1,461,-6,0,1,233,9,0
STU_257,0,117,2,0,14,6,2,1,1,-103,3,0,0,66,6,0
STU_258,0,100,9,0,190,0,1,1,0,89,-8,0,0,145,9,0
STU_259,1,2109,27,0,115,9,1,1,0,-1994,-17,0,0,1112,27,0
STU_260,0,16,0,0,102,1,0,1,0,85,0,0,0,59,1,0
STU_261,0,136,4,0,168,5,1,3,0,31,1,0,0,152,5,0
STU_262,1,654,19,1,1565,31,2,2,1,911,12,1,0,1110,31,0
STU_263,0,133,4,1,133,6,0,3,0,0,1,0,1,133,6,0
STU_264,2,88,7,2,8000,1,1,1,0,7912,-6,1,0,4044,7,2
STU_265,1,5476,52,0,13,9,2,2,1,-5463,-42,0,0,2744,52,0
STU_266,0,8,2,1,3868,28,1,2,0,3859,25,0,1,1938,28,0
STU_267,2,4239,3,2,6481,66,1,2,1,2242,63,1,0,5360,66,2
STU_268,0,79,0,0,71,5,1,2,0,-8,5,0,0,75,5,0
STU_269,0,62,8,0,93,1,1,0,1,30,-7,0,0,78,8,0
STU_270,0,90,3,0,66,1,0,1,1,-24,-1,0,0,78,3,0
STU_271,0,76,5,0,81,7,2,0,1,4,2,0,0,79,7,0
STU_272,1,369,3,1,2090,28,2,1,1,1721,25,1,0,1230,28,0
STU_273,0,195,1,1,3599,33,2,1,0,3403,31,0,1,1897,33,0
STU_274,0,17,3,0,199,1,2,2,0,181,-2,0,0,108,3,0
STU_275,0,184,1,1,2882,94,1,4,1,2697,92,0,1,1533,94,0
STU_276,0,96,2,0,55,7,1,2,1,-41,5,0,0,76,7,0
STU_277,0,124,1,0,53,4,2,2,0,-71,2,0,0,89,4,0
STU_278,0,166,4,0,67,1,1,1,0,-99,-3,0,0,117,4,0
STU_279,1,1126,39,0,169,2,1,2,0,-957,-36,0,0,648,39,0
STU_280,0,86,5,0,5,3,2,0,0,-81,-2,0,0,46,5,0
STU_281,1,1319,23,0,46,0,2,1,0,-1273,-22,0,0,682,23,0
STU_282,0,74,6,1,765,19,1,1,1,690,12,0,1,420,19,0
STU_283,1,4586,8,2,2243,120,1,1,0,-2343,112,1,1,3414,120,2
STU_284,0,165,6,0,45,0,0,0,0,-120,-6,0,0,105,6,0
STU_285,0,21,4,0,44,4,1,0,1,22,0,0,0,33,4,0
STU_286,0,21,6,0,173,4,0,1,1,151,-2,0,0,97,6,0
STU_287,1,1291,51,2,729,109,1,5,1,-562,58,1,1,1010,109,2
STU_288,0,19,8,0,51,5,1,1,1,31,-3,0,0,35,8,0
STU_289,2,195,5,0,84,3,0,1,0,-111,-1,0,0,140,5,0
STU_290,0,28,2,0,167,4,1,0,1,138,1,0,0,98,4,0
STU_291,0,104,7,0,154,7,0,2,0,49,0,0,0,129,7,0
STU_292,0,1,0,0,163,1,0,1,0,161,1,0,0,82,1,0
STU_293,2,424,120,2,3184,43,2,0,1,2760,-77,1,0,1804,120,0
STU_294,0,135,0,1,1542,5,1,1,1,1406,4,0,1,839,5,0
STU_295,1,2082,10,0,65,3,0,0,0,-2017,-6,0,0,1074,10,0
STU_296,1,4084,78,0,31,7,1,0,0,-4053,-70,0,0,2058,78,0
STU_297,0,174,8,0,142,5,2,0,0,-32,-2,0,0,158,8,0
STU_298,0,71,0,1,5018,43,0,0,0,4946,42,0,1,2545,43,0
STU_299,0,9,5,0,171,6,1,0,0,161,1,0,0,90,6,0
STU_300,0,169,7,0,16,8,0,1,1,-153,0,0,0,93,8,0
STU_301,1,2191,101,1,2481,12,0,3,0,290,-89,1,0,2336,101,0
STU_302,0,164,6,0,59,6,1,2,1,-105,0,0,0,112,6,0
STU_303,0,25,0,0,131,8,1,1,1,105,7,0,0,78,8,0
STU_304,1,536,34,0,8,0,1,1,1,-528,-33,0,0,272,34,0
STU_305,0,51,4,0,122,5,1,4,1,70,0,0,0,87,5,0
STU_306,0,144,6,0,143,2,2,1,0,-1,-4,0,0,144,6,0
STU_307,0,181,1,0,74,0,1,0,0,-107,0,0,0,128,1,0
STU_308,0,47,1,0,43,5,1,2,1,-4,3,0,0,45,5,0
STU_309,0,181,2,0,108,7,2,0,1,-73,5,0,0,145,7,0
STU_310,1,1002,45,1,939,37,0,1,1,-63,-8,1,0,970,45,0
STU_311,0,195,2,0,65,6,1,1,0,-130,4,0,0,130,6,0
STU_312,0,56,3,1,3111,35,0,3,1,3054,31,0,1,1584,35,0
STU_313,0,190,6,0,56,4,0,1,0,-134,-2,0,0,123,6,0
STU_314,0,10,4,0,190,2,2,2,1,179,-1,0,0,100,4,0
STU_315,0,141,7,0,72,3,2,5,1,-69,-3,0,0,107,7,0
STU_316,2,1405,15,2,7657,17,1,0,0,6252,2,1,0,4531,17,0
STU_317,0,95,1,0,156,6,1,1,1,60,5,0,0,126,6,0
STU_318,0,44,0,0,140,1,0,1,0,95,0,0,0,92,1,0
STU_319,0,141,8,0,26,0,0,1,0,-115,-7,0,0,84,8,0
STU_320,0,38,0,0,197,6,0,1,0,158,5,0,0,118,6,0
STU_321,0,110,1,1,675,22,1,4,1,564,20,0,1,393,22,0
STU_322,0,50,0,1,2942,120,1,2,1,2891,119,0,1,1496,120,0
STU_323,0,191,6,2,6741,14,1,2,1,6549,7,0,1,3466,14,0
STU_324,0,5,5,0,180,4,0,1,0,174,-1,0,0,93,5,0
STU_325,0,39,9,1,1078,30,2,3,1,1038,20,0,1,559,30,0
STU_326,0,48,8,0,57,8,1,4,1,8,0,0,0,53,8,0
STU_327,2,533,96,0,24,7,1,3,0,-509,-88,0,0,278,96,0
STU_328,0,46,3,0,152,0,1,0,1,105,-3,0,0,99,3,0
STU_329,0,98,2,0,119,6,1,2,0,20,3,0,0,109,6,0
STU_330,0,174,1,1,1803,81,0,0,1,1628,79,0,1,989,81,0
STU_331,0,142,1,0,44,3,1,1,0,-98,1,0,0,93,3,0
STU_332,0,115,1,0,130,1,2,0,0,14,0,0,0,123,1,0
STU_333,0,17,1,0,153,7,0,2,0,135,6,0,0,85,7,0
STU_334,0,138,2,1,898,52,0,2,1,759,49,0,1,518,52,0
STU_335,0,33,3,0,160,6,0,0,0,126,3,0,0,97,6,0
STU_336,0,157,9,2,8000,120,0,1,0,7842,110,0,1,4079,120,2
STU_337,0,50,5,0,152,2,2,1,1,101,-3,0,0,101,5,0
STU_338,0,83,9,0,7,4,1,1,1,-76,-5,0,0,45,9,0
STU_339,0,70,3,0,110,6,1,0,0,39,2,0,0,90,6,0
STU_340,0,171,4,0,194,6,0,1,0,22,1,0,0,183,6,0
STU_341,0,25,3,0,196,7,1,2,0,170,4,0,0,111,7,0
STU_342,0,113,1,0,56,2,1,0,0,-57,1,0,0,85,2,0
STU_343,0,28,1,0,88,7,0,0,1,59,6,0,0,58,7,0
STU_344,1,1399,38,1,4201,37,1,1,1,2802,-1,1,0,2800,38,0
STU_345,0,181,9,0,175,6,1,4,1,-6,-3,0,0,178,9,0
STU_346,0,86,0,0,114,4,1,2,0,27,4,0,0,100,4,0
STU_347,0,97,1,0,77,9,1,2,1,-20,7,0,0,87,9,0
STU_348,2,84,98,0,23,1,0,1,1,-61,-96,0,0,54,98,0
STU_349,0,104,1,0,189,6,1,2,1,84,4,0,0,147,6,0
STU_350,0,97,3,0,106,5,1,0,1,8,2,0,0,102,5,0
STU_351,0,115,1,0,57,1,1,2,1,-58,0,0,0,86,1,0
STU_352,0,137,4,0,70,0,2,4,1,-67,-3,0,0,104,4,0
STU_353,0,21,2,0,54,7,1,2,0,32,5,0,0,38,7,0
STU_354,0,164,3,2,7402,120,0,3,1,7237,116,0,1,3783,120,2
STU_355,1,310,27,1,228,47,0,2,0,-82,20,1,0,269,47,0
STU_356,2,1511,15,2,5006,7,1,0,1,3495,-8,1,0,3258,15,0
